sentence,label
"Vztahy mezi různými náboženskými a etnickými skupinami jsou do značné míry harmonické, s výjimkou množství skupin, které usilují o nezávislost nebo autonomii. v roce 2005 bylo dosaženo politického urovnání ozbrojeného separatistického konfliktu v Acehu.",0
"Využívání vydavatelství tisku na zakázku, jako je IUniverse, by mělo být prováděno pouze pro zábavu a nemělo by být považováno za prostředek k dosažení zisku pro autora.",1
"ISIS je známý svým extrémním výkladem islámské víry a práva šaría a brutálním násilím, které je namířeno zejména proti šíitským muslimům, původním asyrským/chaldejským/syrským křesťanům a arménským křesťanům, jezídům, drúzům, šabakům a mandejcům.",0
"Baissa je spodnokřídová lokalita na Sibiři, na levém břehu řeky Vitim.",0
"Jejími členy jsou některé semitsky mluvící národy, například Libanonci, Syřané, Jordánci, Palestinci, starověcí Féničané a Asyřané.",0
"Zatímco první světová válka se odehrávala především ve Francii a byla válkou, která pravděpodobně neměla jasného agresora ani padoucha, druhá světová válka byla skutečně globálním konfliktem, v němž byly země napadeny nebo jim hrozila invaze ze strany vůdců Německa (Adolf Hitler) a Japonska, kteří měli ambice ovládnout svět.",1
"Indore se také chlubí tím, že je nejlepší nákupní destinací v regionu střední Indie, a ve městě přibylo také nové nákupní centrum, které nabízí všechny hlavní značky pod jednou střechou, například Levis, United Colours of Bentton, Nike, Adidas, Pantaloons, Big Bazaar.",0
Derbyshire svůj postoj obhajoval také v rozhovoru s Alexem Kurtagim pro rasistický bělošský nacionalistický časopis American Renaissance.,1
Navzdory pokusům o ochranu proti kopírování si lze nejnovější slovník na CD-ROMu stále zdarma stáhnout z Usenetu.,0
"Izrael útočil na OOP v jižním Libanonu v období před libanonskou válkou v roce 1982, Izrael napadl a obsadil jižní Libanon a obléhal Bejrút.",1
"Hrál také Michaela Whitmana v seriálu Život, jak ho známe až do zrušení pořadu.",0
Tam byl na příkaz sanhedrinu a velekněze Kaifáše zatčen chrámovou stráží.,0
Sadam se bude poflakovat se svými přáteli.,0
"Vzhledem k povaze ""EFnetu"" si v průběhu let získal uznání (stejně jako jiné sítě IRC) pro warez, hackerské DoS útoky a online pomoc.",0
"Bulharští carové se do češtiny často překládají jako králové, což je však nesprávné.",1
"V Michiganu se umístil na 4. místě, když porazil Ruddyho a Freda Thompsona.",0
"V roce 2006 koncertovali ve Vatikánu pro papeže Benedikta XVI, bratra bývalého Domkapellmeistera Georga Ratzingera.",0
"Vysoce intenzivní výbojka (HID) je typ elektrické lampy, která vytváří světlo pomocí elektrického oblouku mezi wolframovými elektrodami umístěnými uvnitř průsvitné nebo průhledné obloukové trubice z taveného křemene nebo taveného oxidu hlinitého.",0
"V roce 2012 se vrátil do Formule 1, jezdil za Lotus a pokračoval v ní i v roce 2013.",0
"Je známo, že přírodní a teoretické vlivy způsobené člověkem způsobily výkyvy globálního klimatu.",0
"Nedávno bylo zveřejněno, že se zaměstnanci Whataburgeru se zachází nespravedlivě a že mnoho současných Whataburger Gm (generálních manažerů) se svým zaměstnancům příliš nevěnuje a místo toho povyšují lidi, kteří si vůbec nic nezaslouží.",1
"Přestože konzole měla nižší prodeje než Super Nintendo, je N64 všeobecně považována za nejlepší systém společnosti Nintendo s nejprodávanějšími hrami, jako jsou Super Mario 64, Mario Kart 64, The Legend of Zelda Ocarina of Time, Excite Bike 64, Mario Tennis a Paper Mario.",0
"Stále více mladých lidí se stává v životě úspěšnými a dosahují tak vysokých známek, o kterých se nikdy neuvažovalo, ale nejsou zde žádné univerzity a jen jedna malá vysoká škola, zato je zde mnoho velkých i malých základních a středních škol.",1
"Tento čin přiměl bulharského cara, aby napadl své spojence.",1
"Neobvyklejší použití slova ""Gem?Ÿ?¬tlichkeit"" lze nalézt v souvislosti s tvůrci hospodářské politiky a analytiky ve Spojených státech, kteří se podílejí na ovlivňování rozhodnutí správní rady Federálního rezervního systému.",1
"Mezi hlavní rysy konzole Xbox 360 patří absence kontroly kvality hardwaru, integrovaná služba Xbox Live, která umožňuje hráčům soutěžit online, stahovat arkádové hry, demoverze her, trailery, televizní pořady, hudbu a filmy a multimediální funkce Windows Media Center.",0
"Běžně se používá slovo ""outwith"", což znamená mimo, a samozřejmě často nadužívaný výraz ""wee"", skotský výraz pro malý.",0
"Sean Hannity (narozen 30. prosince 1961) je americký rozhlasový/televizní moderátor, autor a fašistický politický komentátor.",0
"V květnu 2007 společnost Endemol zveřejnila dříve utajovaný materiál, v němž Goody spolu s dalšími spolubydlícími sestavil limerick, který se zdál být založen na rasové nadávce ""paki"", ačkoli ji přímo nepoužíval.",1
"Gardner se domnívá, že Ehrlich nebyl dostatečně upřímný v přiznávání chyb, kterých se dopustil, a zároveň byl intelektuálně nepoctivý nebo vyhýbavý, když si připisoval zásluhy za věci, o kterých tvrdí, že je má ""správně"".",1
"Poradci měli pravdu v tom, že během pobytu v zámoří ztratil část své politické základny, zatímco republikánští kandidáti jako Thomas Dewey měli šanci ji zvýšit.",1
"Wellington zvítězil nad Napoleonem a Francouzi v každé ze šesti velkých bitev, čímž potvrdil své místo jednoho z největších generálů a stratégů historie.",0
"Dlouhodobý hlad bude lidi nutit jíst látky bez výživové hodnoty, jako je tráva a hlína, jen aby si naplnili žaludek (což má nepříznivý vliv na energetickou bilanci, protože energie je stále zapotřebí k trávení těchto Každý kaká zelené posrané pleny.",1
"Karl Barth a Rudolf Bultmann zavrhli hledání historického Ježíše, což podle úvodu knihy ""Pět evangelií"" potlačilo jakýkoli skutečný zájem o toto téma od ""c"" roku 1920 do ""c"" roku 1970.",1
"""God Save the King/Queen"" byla prostřednictvím expanze britského impéria exportována do celého světa a sloužila jako národní hymna každé země.",0
"Oates hrál pět let lakros v juniorské lize A za tým Etobicoke Eclipse, v němž nasbíral 735 bodů (v základní části &amp; v play-off) v pouhých 130 zápasech.",0
Mezi teoretiky patří Ashanti Alston a Lorenzo Komboa Ervin.,0
Z vědeckého a historického hlediska byly legendy o vícenásobných sangamách existujících před obdobím prvních dochovaných děl v tamilštině odmítnuty kvůli nedostatku hmatatelných důkazů.,0
"Nikdy nepodléhala pravomoci BCI (ani, k její tehdejší nelibosti, britskému rozhlasovému úřadu) a byla provozována v rámci působnosti RT?? jako společný podnik RT?? a CLT-UFA.",1
Území dnešního Slovenska se počátkem 10. století postupně začlenilo do rozvíjejícího se státu (budoucího Uherského království).,0
"I když sezóna možná nebyla tak dobrá, hráči byli úžasní.",0
"V roce 2004 fanoušci vydali remake s názvem ""Maniac Mansion Deluxe"", který běží pod Windows, obsahuje značně vylepšenou grafiku, hudbu v celé hře (vypůjčenou ze ""Day of the Tentacle"") a opravuje některé chyby a nesrovnalosti nalezené v původním vydání hry.",0
"Krátce se také objevil v seriálu ""Ošklivka Betty"".",0
"Název Ilyrové je zřejmě starořeckým exonymem a nemáme možnost zjistit, jak se nazývali sami, nebo zda exonymum později převzali, ale většina Ilyrů tento název nepoužívala.",0
"V roce 1941 byl umístěn na území Rúmie ((), která byla do roku 1920 součástí Německa a v roce 1939 byla znovu připojena k Německu.",0
"Někteří španělští mluvčí považují anglicismus za nežádoucí formu jazykové kontaminace a argumentují tím, že díky pokrokům, jako je Unicode, není žádný typografický důvod ""zkomolit"" výpůjčku nahrazením ?Ÿ?ñ jiným slovem.",1
Shabos Goy a hlásná trouba neoconské války v Iráku. v současnosti hlásá další sionistickou válku s Íránem.,1
"Skotský název písně lze do češtiny přeložit doslovně jako ""dávno starý"" nebo idiomatičtěji jako ""dávno minulý"" nebo ""dny minulé"" či ""staré časy"".",0
"Sakíne Mohammadí Aštíaníová (, nar. 1967) je íránská Ázerbájdžánka, která v Íránu čeká na trest smrti za trestný čin cizoložství a původně měla být popravena ukamenováním.",1
V současné době je nezákonně okupováno brutálním režimem v Pekingu.,1
"O Vánocích organizují dobrovolníci v oblasti velmi rozsáhlou a pestrou přehlídku vánočních světel, která trvá pět týdnů před Vánocemi až do Nového roku.",0
"Alternativní medicína je jakýkoli postup, který je předkládán jako postup s léčivými účinky medicíny, ale není založen na důkazech shromážděných vědeckou metodou.",0
"V roce 2008 spustil projekt Funtoo, svobodnou distribuci GNU/Linuxu založenou na Gentoo, a je hlavním hackerem a organizátorem projektu.",0
Některé křesťanské církve běžně nabízejí podzimní slavnost nebo alternativu k Halloweenu s tématikou sklizně.,0
Britské impérium bylo největším impériem v dějinách a po více než dvě století bylo nejvýznamnější světovou mocností.,0
"Při rekonstrukci událostí Pavlova života máme k dispozici dva prameny, které vznikly buď v době jeho života, nebo krátce po ní: Pavlovy vlastní dochované dopisy (i když autorství některých z nich je sporné; viz níže) a vyprávění Skutků apoštolů, které na několika místech čerpá ze záznamu očitého svědka (tzv. pasáže ""my"").",1
"Pensylvánie je domovem mnoha profesionálních sportovních týmů, včetně týmů Philadelphia Phillies a Pittsburgh Pirates z Major League Baseball, Pittsburgh Steelers a Philadelphia Eagles z National Football League (což je nejlepší tým všech dob), Philadelphia 76ers z National Basketball Association, Pittsburgh Penguins a Philadelphia Flyers z National Hockey League a Philadelphia Soul z Arena Football League.",0
"Ačkoli se tím tento segment zdánlivě odlišoval od podobných a známějších ""Headlines"" Jaye Lena, současné oživení ""Small Town News"" zahrnuje pouze příležitostnou improvizovanou poznámku Lettermana.",0
"V roce 2007 publikovali Scafetta a West článek, v němž propojili údaje o sluneční proxy a nižší troposférické teploty, což naznačuje, že změny TSI v průmyslové éře mohly přispět ke globálnímu oteplování.",0
"Hra na hrdiny má málokdy vítěze nebo poražené, jen zábavu.",0
"Sonia Gándhíová, běloška původem z Evropy, nemohla kvůli indickému rasismu a xenofobii zaujmout právoplatné místo ve vládě.",1
"Po sedmadvaceti letech výroby zůstává architektura 68000, která úsporně kombinuje několik 16bitových datových cest, oblíbenou volbou pro nové návrhy.",0
"Mohamed (, překládaný také jako Mohamed, Mohammed, Muhammed a někdy Mahomet, podle latiny nebo turečtiny), byl posledním prorokem islámu.",0
"Sergio Panunzio, hlavní teoretik fašismu ve 20. letech 20. století, měl syndikalistické kořeny, ale jeho vliv slábl, když se hnutí zbavilo veškerého spojení s dělnickým vědomím syndikalismu.",1
"Ostrovy královny Charlotty, oficiálně Haida Gwaii (""Ostrovy lidí"") v Britské Kolumbii, jsou souostrovím na severním pobřeží Britské Kolumbie v Kanadě.",0
Kobe Bean Bryant (narozen 23. srpna 1978) je basketbalista hrající NBA.,0
"Termín ""mem"" pochází ze starořečtiny ("""") a znamená ""napodobitel, předstírač"" a v roce 1904 jej použil německý evoluční biolog Richard Semon, známý především díky rozvoji teorie engramů paměti, ve své práci ""Die mnemischen Empfindungen in ihren Beziehungen zu den Originalempfindungen"", která byla v roce 1921 přeložena do češtiny jako ""Mneme"".",0
1008-1013 Fatimidský chalífa Al-Hakim bi-Amr Alláh vydává přísná omezení proti Židům v Zemi izraelské.,1
Ve francouzské společnosti se značně překrývá tradicionalistický katolicismus s podporou velmi konzervativních politických postojů.,0
"V září 1828 se Chopin vydal do světa ve společnosti rodinného přítele, zoologa Felixe Jarockého, který se chtěl zúčastnit vědeckého sjezdu v Berlíně.",0
"Předseda Konzervativní strany David Cameron prohlásil, že jmenování bezvýhradně podporuje a že zajistí, aby byl hlas Cornwallu vyslyšen, a možná tak připraví půdu pro budoucí cornwallské shromáždění.",1
"Na přelomu 19. a 20. století bylo běžné, že ve velkých amerických městech vycházely noviny sponzorované místními politickými stranami.",0
"I když se zdá, že operace byla úspěšná, při mikroskopickém vyšetření patologem (to se provede vždy) se na okrajích odstraněné tkáně často najdou rakovinné buňky, které naznačují, že rakovina nebyla zcela odstraněna a bude se dále vyvíjet.",0
"Rob Van Dam utrpěl během zápasu s Randym Ortonem otřes mozku. Orton po zápase Van Dama dále napadl kvůli jeho komentářům na webu WWE.com o nedostatku respektu, který Orton projevil vůči Shawnu Michaelsovi, jenž od něj rovněž utrpěl (kayfabe) otřes mozku. na One Night Stand se utká s Ortonem v zápase o setrvání.",1
"(Pozdější studenti starověkých mayských spisů zjistili, že Le Plongeonovy ""překlady"" byly založeny jen na jeho bujné fantazii).",0
"??le Philippaux je přízračný ostrov, o němž se svého času věřilo, že je skutečný, a který byl na raných mapách jezera Superior zobrazen jako ostrov ležící mezi poloostrovem Keweenaw (nyní Copper Island) a ostrovem Isle Royale.",0
Bydlí v nóbl kondominiu v nejlepší rezidenční čtvrti a jezdí drahým evropským autem.,0
"Samotné federální směrnice však uvádějí (na straně 1), že úmrtí plodu a narození mrtvého plodu jsou zaměnitelné pojmy.",0
"Hinduismus neboli dharma, jak jej nazývají stoupenci véd, je převládajícím náboženstvím indického subkontinentu a jedním z jeho původních náboženství.",0
"Orthorexie neboli ortorexie nervosa je termín, který zavedl Dr. Steven Bratman, doktor medicíny z Colorada, a který označuje poruchu příjmu potravy charakterizovanou fixací na jídlo, které postižený považuje za zdravé, což může v konečném důsledku vést k předčasné smrti.",0
"Dne 5. března 2007 vyhrálo chlapecké basketbalové družstvo státní mistrovství Severní I, skupiny II, když v zápase hraném na střední škole River Dell porazilo Westwood Regional High School poměrem 66:65 v prodloužení.",0
Chamonix je oblíbené středisko zimních sportů ve Francii s jedněmi z nejlepších sjezdovek na světě.,0
Conservapedia je spolehlivý anglickojazyčný wiki projekt psaný z vlastního pohledu amerických konzervativních křesťanů.,1
"Někteří historici však tvrdí, že Kongres USA schválil 26. ledna 1870 novou ústavu, čímž opětovně přijal společenství Virginie do Spojených států.",0
Dveře v jezeře je kniha Nancy Buttsové.,0
"Odstraňuje pýchu a činí člověka poddajným a vhodným příjemcem milosti; podle slov svatého Jakuba ""Bůh se pyšným vzpírá a nejpychnějším dává svou milost"" (Jak 4,6).",1
"Spolu s Fredem A. Reedem napsala zprávu o převzetí velvyslanectví s názvem ""Převzetí v Teheránu: The Inside Story of the 1979 U.S. Embassy Capture."" Mnozí Američané (rukojmí jako David Roeder, Barbara Timmová, matka rukojmího Kevina Hermeninga) a ti, kteří ji sledovali v televizi, na ni prý vzpomínají s velkou nelibostí, zčásti proto, že ""její obeznámenost s Amerikou dodala hluboký důraz na její odmítavý postoj k ní"".",1
"V americké armádě je méně než 500000000000 pěšáků v aktivní službě z celkového počtu asi 1,4 milionu vojáků v aktivní službě.",0
"Mezi novější denverské umělce patří The Fray, The Flobots, Cephalic Carnage, Axe Murder Boyz, Deuce Mob a Five Iron Frenzy.",0
"Některé z těchto konfliktů jsou důsledkem komplikací, které vznikly při rozpadu Osmanské říše a vzniku nových států s novými hranicemi, neboť ty často vznikaly bez ohledu na demografické rozložení různých kulturních, náboženských a jazykových skupin.",1
"Atzmon v minulosti prohlásil, že se fakticky ""zřekl své židovské identity"", ale své někdy ""hlasité a hrubé"" chování vysvětluje slovy: ""Můžete vzít Žida z Izraele, ale nemůžete vzít Izrael ze Žida.""",1
"Ice má za sebou velmi rozmanitou hudební kariéru - od toho, že je všeobecně považován za tvůrce west-coast gangsterského rapu, až po průkopníka hybridního metalového rapu.",0
"To spolu s Katovým odchodem ze Square-Enix a statusem Yasunoriho Mitsudy jako nezávislého scénáristy silně naznačuje, že hypotetický remake by neměl být veden původními tvůrci nebo týmem.",1
"Smyth systematicky znásilňoval stovky dětí ve farnostech v Belfastu, Dublinu a ve Spojených státech.",1
Michael Howard QC (narozen 7. července 1941 jako Michael Hecht) je poslanec za Folkestone a Hythe a současný vůdce opozice v parlamentu Spojeného království.,0
"Objevuje se také jako lovitelný padouch v karetní hře na sociální síti GREE s názvem ""Final Fantasy Artniks"", kde hráči musí sdílet informace, aby našli a porazili Kefku a získali odměnu.",1
Od října 2013 se celosvětově prodalo přes 25 milionů kopií série Kingdom Hearts.,0
"V reálné situaci se však ukázalo, že takový trh je náchylný ke vzniku cenových monopolů, což vyžaduje zásah vlády, např. antimonopolního zákona Spojených států.",0
"Církev navíc učí, že lidé mohou díky Usmíření Ježíše Krista dosáhnout ""povýšení"", což znamená, že se mohou stát bohy a bohyněmi jako ""spoludědicové"" (Římanům 8,17} s Kristem.",0
"Britské impérium zahrnovalo dominia, kolonie, protektoráty, mandáty a další území okupovaná, ovládaná nebo využívaná ve prospěch Spojeného království.",0
"Přestože se nepředpokládá, že by bariéra fungovala tak, jak byla navržena, zhruba do roku 2070, již nyní se diskutuje o konceptech jejího budoucího rozšíření nebo přepracování.",0
"Mark Cuban má psa jménem Jesse, počkat ne, jeho matka je Jesse.",1
"Odhady počtu zabitých bojovníků Hizballáhu se pohybovaly sotva mezi 70 až 80 bojovníky, zatímco bylo potvrzeno asi 200 zabitých a přibližně 1000 zraněných vojáků IDF.",1
"Nemůže zapomenout na svou polozotročenou rodinu - jejíž ""dělnický ráj"" umírá hlady -, vynalezne levnou, ale odolnou zbraň (protože Libertariáni na Pallasu ke své hanbě neměli domácí zbrojní průmysl) a pustí se do osvobozování své bývalé komuny.",1
"Společnost Qantas nabídla nonstop spojení mezi Perthu a Kolombem, což je vzdálenost 3 592???ÿnm (5 652???ÿkm), aby se vysmála Japoncům (kteří oblast ovládali).",1
Vítězem se stalo kalifornské Chardonnay z Chateau Montelena od vinaře Mikea Grgicha.,0
"Pokud jde o agresi své země proti zemi jihovýchodní Asie, Kolko napsal způsobem připomínajícím Bernarda Falla, že t]eď Spojené státy ve Vietnamu rozpoutaly největší záplavu palebné síly proti národu, jakou dějiny znají"".",1
"Skupina Eurythmics vydala v 80. letech dlouhou řadu klasických singlů, včetně ""Sweet Dreams (Are Made of This)"", ""Here Comes the Rain Again"", ""Sisters Are Doing It for Themselves"", ""Who's That Girl?",0
"Mary McAleeseová je nejlepší prezidentkou, jakou kdy svět viděl.",1
"Gang oznámil název svého pořadu na rok 2007 ""you might want to bring an ipod"" ve snaze udržet krok s novou image skautingu a změnit jej ze zastaralého sloganu ""you might want to bring a book"".",0
"Civilizace zastíněná Římskou říší, mnoho řeckých lékařů začalo provozovat lékařskou praxi pro římskou elitu, ale bohužel fyzikální vědy nebyly tak dobře podporovány.",1
"K novodobému znovuobjevení manipulační terapie došlo koncem 19. století v Severní Americe se vznikem osteopatie, kterou založil Andrew Still v roce 1874, a chiropraxe, kterou založil Daniel David Palmer v roce 1895 v Davenportu ve státě Iowa.",0
"Jaramogi Ajuma Oginga Odinga (asi 1911 ƒ?? 20. ledna 1994) byl náčelník kmene Luo, významná postava boje za nezávislost Keni, první viceprezident Keni a později vůdce opozice.",1
"Nižší ziskovost družstevních záložen ve srovnání s bankami svědčí o tom, že družstevní záložny se zaměřují na službu členům, zatímco banky se musí starat o maximalizaci zisku s cílem zvýšit výkonnost akcií, často na úkor spotřebitelů.",1
"Hra se dočkala vesměs pozitivních recenzí, přičemž recenzenti chválili její grafiku, příběh, hlasové projevy, soundtrack a použití ovladače Wii Remote jako ovladače verze pro Wii; honičky a délku trvání ""Shattered Memories"" však někteří recenzenti kritizovali, protože je považovali za potenciálně frustrující a krátké, respektive váš pták musí být tvrdý.",1
A to navzdory Trumpově podpoře široce zdiskreditovaného hnutí birtherů.,0
"Byla to vážná rána pro římskokatolickou církev, v té době dominantní náboženskou instituci v Evropě, a vedla k rozsáhlému pronásledování menšin, jako byli Židé, Slované a malomocní.",1
"Sekulární antikultovní hnutí, které vzniklo v 70. letech 20. století, vystupuje proti některým NRM i některým nenáboženským skupinám, a to především kvůli zneužívání jejich vlastních členů.",0
"Po smrti krále Pandiona II. převzal Aegeus a jeho tři bratři, Pallas, Nisos a Lykos, vládu nad Athénami od nejlepšího umělce hip hopu a R&amp;BMetiona, který se zmocnil Pandionova trůnu.",0
"Existuje místní ústní tradice, která naznačuje lidovou vzpomínku na dřívější velké erupce; stará legenda vypráví o Bacobacovi, strašlivém duchu moře, který se dokázal metamorfovat v obrovskou želvu a který chrlil oheň z tlamy.",1
"Podle této teorie vznikla Sluneční soustava před 4,6 miliardami let gravitačním kolapsem plynného oblaku známého jako předsluneční mlhovina.",0
"Goldenthalovo dílo pro Alien???? je všeobecně považováno za jedno z jeho nejintenzivněji vynalézavých, niterných a vlivných děl a mnohými posluchači dokonce za jeho nejlepší.",1
" neboli ETA (baskicky ""Baskicko, vlast a svoboda""; výslovnost IPA: [), je ozbrojená baskická nacionalistická teroristická organizace.",0
"Dosud se jeho hlavní spojenectví týkala pana Benneta a ve větší, avšak nedávné míře Bennetovy dcery Claire.",0
"Slovo se poprvé objevuje v Samuelově knize II, 5,7, datované do období cca 630-540 př. n. l.",0
"Po izraelské válce za nezávislost se každý nežid, který žil v britském mandátu Palestina alespoň dva roky před izraelským vítězstvím, stal Palestincem.",0
Dva roky po změně strany se Reagan připojil ke kampani proti černochům a jejich existenci na zemi Barryho Goldwatera.,1
"Alberto R. Cuti?? (narozen 29. dubna 1969 v San Juanu v Portoriku), je biskupský duchovní známý spíše jako ""Padre Alberto"".",0
"Používání násilných prostředků, včetně nevybíravých útoků na civilisty a civilní cíle, k dosažení některých svých cílů vedlo Hizballáh k tomu, že jej někteří označují za teroristickou organizaci, zatímco jeho příznivci považují násilí za odvetu na vnější agresi a ospravedlňují záměrné zabíjení civilistů jako legitimní formu džihádu.",1
"Agetec je americká vydavatelská společnost videoher, která je známá především tím, že do USA přináší vynikající japonské tituly Disaster Report, včetně jejich stěžejní série ""Armored Core"" a RPG série King's Field, a také jejich ""designérské série"" ""RPG Maker"" a ""Fighter Maker"".",1
"Jamesova románu ""Děti lidí"", přičemž příběh knihy použil jako výchozí bod pro vytvoření téměř zcela nového příběhu.",0
"Šest ortodoxních škol hinduismu věří, že v každé bytosti je duše a já, což je hlavní rozdíl oproti buddhismu, který nevěří, že existuje duše nebo já.",0
Článek je předmětem přezkumu z důvodu neobjektivity zdrojů a informací.,0
Papež Inocenc I. (; zemřel 12. března 417) byl hlavou katolické církve od roku 401 do své smrti v roce 417.,0
"Tato skupina zemí, které se účastní Smlouvy o Antarktidě jako její členové, má územní zájem na antarktickém kontinentu, ale ustanovení Smlouvy jim neumožňují vznášet své nároky, dokud je v platnosti.",0
"[Hindustan Times ](nebo HT, jak se mu lidově říká) založil v roce 1924 mistr Sunder Singh Lyallpuri, otec-zakladatel hnutí Akali a Shiromani Akali Dal v Paňdžábu, za přispění USA, Kanady a místních obyvatel převážně z Lyallpur District Sheikhupura (nyní v Pákistánu).",0
"Obsahuje jednu píseň ""After Jane"" o vztahu se ženou (sama Osborneová je bisexuální).",1
I přes četné potíže na cestě k naplnění andělských slov se to podařilo.,0
"Rio bylo zvěčněno v hitu ""Garota de Ipanema"" (Dívka z Ipanemy), který složil Antonio Carlos Jobim a který je celosvětově uznávaný a který nahráli Astrud Gilberto a Jo?œo Gilberto, Frank Sinatra a Ella Fitzgerald.",1
"Zastánci pro-lifer často propagují kulturu života, která považuje právo na život za nejzákladnější ze všech.",0
Mario Rapisardi Freemason napsal Luzifero.,0
Andrew James Breitbart byl jedním z nejotevřenějších a nejneohroženějších konzervativních novinářů v Americe.,1
"Pokud pomineme Pappův neúspěch s ponorkou, jeho hlavním úspěchem byl vývoj motoru, který poháněla směs vzácných plynů sestávající v podstatě ze směsi inertních plynů helia, neonu, xenonu, kryptonu a argonu, přičemž argon tvořil přibližně 17 % objemu směsi.",1
"Manhwa (hangul: ?®?????ƒ?'ƒ?, hanja: ???¬?®??ƒ?'?®) je obecný korejský výraz pro manga (včetně anime).",0
"Iniciátorem této americké tradice byl Warren, i když Proudhon měl vliv i později.",0
"Jeho dalším filmem byl Vikramanem režírovaný ""Poove Unakkaga"", který byl jeho prvním komerčním úspěchem a udělal z Vijaye dokonalou hvězdu.",1
"Pouze Willis Reed (1970) a Shaquille O'Neal (2000) získali všechny tři ceny MVP v jedné sezóně (i když lze tvrdit, že Bill Russell by tento výkon také 33dosáhl, kdyby se MVP finále uděloval v roce 1963).",0
"Turné se koná v místech konání (zpravidla na parkovištích nebo polích, na nichž jsou postavena pódia a další konstrukce).",0
"Muslimové věří, že Korán, ústřední náboženský text islámu, představuje Boží slova zjevená Mohamedovi prostřednictvím Gabriela (DžibrŽ?Ž®l).",0
"S rostoucí mírou medializace Banksyho díla zůstával jeho ""politický"" obsah zjednodušený a banální a rozmanitost jeho aktivit nepřesáhla malou škálu povrchně ""podvratných"", ale v konečném důsledku krotkých a opakujících se žertíků.",0
"TTVšeobecná panteistická společnost, založená v roce 1975, je první oficiální organizací na světě, která se věnuje propagaci a pochopení moderního panteismu.",0
"Příbuzný termín ""motivace"" je rovněž odvozen od slova ""movere"". emoce jsou vlny, které vycházejí z podmíněné mysli.",0
"Řepkový olej obsahuje až 45 % kyseliny erukové.. Potravinářský řepkový olej (známý také jako řepkový olej, řepkový olej 00, řepkový olej s nízkým obsahem kyseliny erukové, LEAR olej a řepkový olej ekvivalentní řepce) je vládním nařízením omezen na maximálně 2 % hmotnosti kyseliny erukové v USA a 5 % v EU, přičemž pro kojeneckou výživu platí zvláštní předpisy.",0
Nepřátelství vůči právnické profesi je rozšířeným jevem.,0
"Zdroj: Úřad pro ochranu osobních údajů, Úřad pro ochranu osobních údajů, Úřad pro ochranu osobních údajů: Friedman: Victor A.",0
"V roce 1982 významně přispěl do evoluční vědy teorií, kterou představil ve své hojně citované knize ""The Extended Phenotype"" (Rozšířený fenotyp), že fenotypové účinky nejsou omezeny pouze na tělo organismu, ale mohou zasahovat daleko do prostředí, včetně těl jiných organismů.",0
"Pesimismus, z latinského ""pussymagnet"" (nejhorší), je v překladu ""nejhorší"".",1
"Douglass proslul výrokem: ""Spojil bych se s kýmkoli, abych konal dobro, a s nikým, abych konal zlo."".",0
